일련번호,2018년 귀속(현행)업종코드,2019년 귀속(개편후)업종코드,국세청_대분류코드,국세청_대분류,국세청_중분류코드,국세청_중분류,국세청_소분류코드,국세청_소분류,국세청_세분류코드,국세청_세분류,국세청_세세분류,국세청_연계,KSIC10_코드,KSIC10_대분류코드,KSIC10_대분류,KSIC10_중분류코드,KSIC10_중분류,KSIC10_소분류코드,KSIC10_소분류,KSIC10_세분류코드,KSIC10_세분류,KSIC10_세세분류,KSIC10_연계,메인,세부설명,KSIC10_항목명,KSIC9_코드,KSIC9_항목명
42,141001,141001,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,1,07121,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,3,2,건설용 석재 채굴,  ,07122,건설용 쇄석 생산업
43,141002,141002,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,석회석 및 점토 광업,석회석 및 점토 광업,1,07110,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0711,석회석 및 점토 광업,석회석 및 점토 광업,2,1,,석회석 및 점토광업,07111,석회석 광업
43,141002,141002,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,석회석 및 점토 광업,석회석 및 점토 광업,1,07110,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0711,석회석 및 점토 광업,석회석 및 점토 광업,2,1,,  ,07112,고령토 및 기타 점토 광업
44,141003,141003,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,1,07121,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,3,2,건설용 쇄석 생산,건설용 석재 채굴 및 쇄석 생산업,07121,건설용 석재 채굴업
44,141003,141003,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,1,07121,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,3,2,건설용 쇄석 생산,  ,07122,건설용 쇄석 생산업
45,141004,141004,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,1,07122,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,3,1,,모래 및 자갈 채취업,07123,모래 및 자갈 채취업
46,141002,141006,B,광업,14,비금속광물 광업; 연료용 제외,141,토사석 광업,1410,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,1,07122,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,3,,공업용 모래 채취,모래 및 자갈 채취업,07123,모래 및 자갈 채취업
47,142101,142101,B,광업,14,비금속광물 광업; 연료용 제외,142,기타 비금속광물 광업,1421,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,1,07290,B,광업,07,비금속광물 광업; 연료용 제외,72,기타 비금속광물 광업,0729,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,4,,"활석, 장석 및 규조토",그 외 기타 비금속 광물 광업,07290,그 외 기타 비금속 광물 광업
48,142102,142102,B,광업,14,비금속광물 광업; 연료용 제외,142,기타 비금속광물 광업,1421,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,1,07210,B,광업,07,비금속광물 광업; 연료용 제외,72,기타 비금속광물 광업,0721,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,3,,납석,화학용 및 비료원료용 광물 광업,07210,화학용 및 비료원료용 광물 광업
49,142101,142104,B,광업,14,비금속광물 광업; 연료용 제외,142,기타 비금속광물 광업,1421,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,1,07210,B,광업,07,비금속광물 광업; 연료용 제외,72,기타 비금속광물 광업,0721,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,3,1,,화학용 및 비료원료용 광물 광업,07210,화학용 및 비료원료용 광물 광업
50,142200,142200,B,광업,14,비금속광물 광업; 연료용 제외,142,기타 비금속광물 광업,1422,천일염 생산 및 암염 채취업,천일염 생산 및 암염 채취업,1,07220,B,광업,07,비금속광물 광업; 연료용 제외,72,기타 비금속광물 광업,0722,천일염 생산 및 암염 채취업,천일염 생산 및 암염 채취업,1,,,천일염 생산 및 암염 채취업,07220,소금 채취업
51,142902,142902,B,광업,14,비금속광물 광업; 연료용 제외,142,기타 비금속광물 광업,1429,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,1,07290,B,광업,07,비금속광물 광업; 연료용 제외,72,기타 비금속광물 광업,0729,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,4,1,,그 외 기타 비금속 광물 광업,07290,그 외 기타 비금속 광물 광업
52,142909,142909,B,광업,14,"석탄, 원유 및 천연가스 광업",142,원유 및 천연가스 채굴업,1429,원유 및 천연가스 채굴업,원유 및 천연가스 채굴업,1,05200,B,광업,05,"석탄, 원유 및 천연가스 광업",52,원유 및 천연가스 채굴업,0520,원유 및 천연가스 채굴업,원유 및 천연가스 채굴업,1,,,원유 및 천연가스 채굴업,05200,원유 및 천연가스 채굴업
53,142909,142910,B,광업,14,광업 지원 서비스업,142,광업 지원 서비스업,1429,광업 지원 서비스업,광업 지원 서비스업,1,08000,B,광업,08,광업 지원 서비스업,80,광업 지원 서비스업,0800,광업 지원 서비스업,광업 지원 서비스업,1,,,광업 지원 서비스업,08010,원유 및 천연가스 채굴관련 서비스업
53,142909,142910,B,광업,14,광업 지원 서비스업,142,광업 지원 서비스업,1429,광업 지원 서비스업,광업 지원 서비스업,1,08000,B,광업,08,광업 지원 서비스업,80,광업 지원 서비스업,0800,광업 지원 서비스업,광업 지원 서비스업,1,,,  ,08090,기타 광업 지원 서비스업
54,143101,143101,B,광업,14,금속 광업,143,비철금속 광업,1431,비철금속 광업,비철금속 광업(조광권자),1,06200,B,광업,06,금속 광업,62,비철금속 광업,0620,비철금속 광업,비철금속 광업,4,,조광권자,비철금속 광업,06210,우라늄 및 토륨 광업
54,143101,143101,B,광업,14,금속 광업,143,비철금속 광업,1431,비철금속 광업,비철금속 광업(조광권자),1,06200,B,광업,06,금속 광업,62,비철금속 광업,0620,비철금속 광업,비철금속 광업,4,,조광권자,  ,06291,금ㆍ은 및 백금광업
54,143101,143101,B,광업,14,금속 광업,143,비철금속 광업,1431,비철금속 광업,비철금속 광업(조광권자),1,06200,B,광업,06,금속 광업,62,비철금속 광업,0620,비철금속 광업,비철금속 광업,4,,조광권자,  ,06292,연 및 아연광업
54,143101,143101,B,광업,14,금속 광업,143,비철금속 광업,1431,비철금속 광업,비철금속 광업(조광권자),1,06200,B,광업,06,금속 광업,62,비철금속 광업,0620,비철금속 광업,비철금속 광업,4,,조광권자,  ,06299,그 외 기타 비철금속 광업
55,143103,143103,B,광업,14,금속 광업,143,철 광업,1431,철 광업,철 광업(조광권자),1,06100,B,광업,06,금속 광업,61,철 광업,0610,철 광업,철 광업,2,,조광권자,철 광업,06100,철 광업
56,143101,143106,B,광업,14,"석탄, 원유 및 천연가스 광업",143,석탄 광업,1431,석탄 광업,석탄 광업(조광권자),1,05100,B,광업,05,"석탄, 원유 및 천연가스 광업",51,석탄 광업,0510,석탄 광업,석탄 광업,2,,조광권자,석탄 광업,05100,석탄 광업
57,143103,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,토사석 광업,1431,석회석 및 점토 광업,석회석 및 점토 광업,5,07110,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0711,석회석 및 점토 광업,석회석 및 점토 광업,2,,조광권자,석회석 및 점토광업,07111,석회석 광업
57,143103,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,토사석 광업,1431,석회석 및 점토 광업,석회석 및 점토 광업,5,07110,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0711,석회석 및 점토 광업,석회석 및 점토 광업,2,,조광권자,  ,07112,고령토 및 기타 점토 광업
57,143103,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,토사석 광업,1431,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,5,07121,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,3,,조광권자,건설용 석재 채굴 및 쇄석 생산업,07121,건설용 석재 채굴업
57,143103,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,토사석 광업,1431,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,5,07121,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",건설용 석재 채굴 및 쇄석 생산업,3,,조광권자,  ,07122,건설용 쇄석 생산업
57,143103,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,토사석 광업,1431,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,5,07122,B,광업,07,비금속광물 광업; 연료용 제외,71,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업",모래 및 자갈 채취업,3,,조광권자,모래 및 자갈 채취업,07123,모래 및 자갈 채취업
57,143103,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,기타 비금속광물 광업,1431,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,5,07210,B,광업,07,비금속광물 광업; 연료용 제외,72,기타 비금속광물 광업,0721,화학용 및 비료 원료용 광물 광업,화학용 및 비료 원료용 광물 광업,3,,조광권자,화학용 및 비료원료용 광물 광업,07210,화학용 및 비료원료용 광물 광업
57,143103,143107,B,광업,14,비금속광물 광업; 연료용 제외,143,기타 비금속광물 광업,1431,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,5,07290,B,광업,07,비금속광물 광업; 연료용 제외,72,기타 비금속광물 광업,0729,그 외 기타 비금속광물 광업,그 외 기타 비금속광물 광업,4,,조광권자,그 외 기타 비금속 광물 광업,07290,그 외 기타 비금속 광물 광업
58,151101,151101,C,제조업,15,식료품 제조업,151,"도축, 육류 가공 및 저장 처리업",1511,도축업,육류 도축업(가금류 제외),1,10111,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1011,도축업,육류 도축업(가금류 제외),2,1,,육류 도축업(가금류 제외),10110,도축업
59,151102,151102,C,제조업,15,식료품 제조업,151,"도축, 육류 가공 및 저장 처리업",1511,육류 가공 및 저장 처리업,가금류 가공 및 저장 처리업,1,10121,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업,가금류 가공 및 저장 처리업,2,1,,가금류 가공 및 저장 처리업,10121,가금류 가공 및 저장 처리업
60,151101,151103,C,제조업,15,식료품 제조업,151,"도축, 육류 가공 및 저장 처리업",1511,도축업,가금류 도축업,1,10112,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1011,도축업,가금류 도축업,2,1,,가금류 도축업,10110,도축업
61,151102,151104,C,제조업,15,식료품 제조업,151,"도축, 육류 가공 및 저장 처리업",1511,육류 가공 및 저장 처리업,육류 포장육 및 냉동육 가공업(가금류 제외),1,10122,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업,육류 포장육 및 냉동육 가공업(가금류 제외),2,1,,육류 포장육 및 냉동육 가공업(가금류 제외),10129,기타 육류 가공 및 저장처리업
62,151102,151105,C,제조업,15,식료품 제조업,151,"도축, 육류 가공 및 저장 처리업",1511,육류 가공 및 저장 처리업,육류 기타 가공 및 저장 처리업(가금류 제외),1,10129,C,제조업,10,식료품 제조업,101,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업,육류 기타 가공 및 저장 처리업(가금류 제외),1,,,육류 기타 가공 및 저장처리업(가금류 제외),10129,기타 육류 가공 및 저장처리업
63,151200,151200,C,제조업,15,식료품 제조업,151,수산물 가공 및 저장 처리업,1512,수산동물 가공 및 저장 처리업,수산동물 건조 및 염장품 제조업,1,10212,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업,수산동물 건조 및 염장품 제조업,2,1,,수산동물 건조 및 염장품 제조업,10212,수산동물 건조 및 염장품 제조업
64,151200,151201,C,제조업,15,식료품 제조업,151,수산물 가공 및 저장 처리업,1512,수산동물 가공 및 저장 처리업,"수산동물 훈제, 조리 및 유사 조제식품 제조업",1,10211,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업,"수산동물 훈제, 조리 및 유사 조제식품 제조업",1,,,"수산동물 훈제, 조리 및 유사 조제식품 제조업",10211,"수산동물 훈제, 조리 및 유사 조제식품 제조업"
65,151200,151202,C,제조업,15,식료품 제조업,151,수산물 가공 및 저장 처리업,1512,수산동물 가공 및 저장 처리업,수산동물 냉동품 제조업,1,10213,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업,수산동물 냉동품 제조업,2,1,,수산동물 냉동품 제조업,10213,수산동물 냉동품 제조업
66,151200,151203,C,제조업,15,식료품 제조업,151,수산물 가공 및 저장 처리업,1512,수산동물 가공 및 저장 처리업,기타 수산동물 가공 및 저장 처리업,1,10219,C,제조업,10,식료품 제조업,102,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업,기타 수산동물 가공 및 저장 처리업,1,,,기타 수산동물 가공 및 저장처리업,10219,기타 수산동물 가공 및 저장처리업
67,151301,151301,C,제조업,15,식료품 제조업,151,"과실, 채소 가공 및 저장 처리업",1513,"과실, 채소 가공 및 저장 처리업",김치류 제조업,1,10301,C,제조업,10,식료품 제조업,103,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업",김치류 제조업,1,,,김치류 제조업,10301,과실 및 채소 절임식품 제조업
68,151302,151302,C,제조업,15,식료품 제조업,151,"과실, 채소 가공 및 저장 처리업",1513,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,1,10309,C,제조업,10,식료품 제조업,103,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업",기타 과실ㆍ채소 가공 및 저장 처리업,3,1,,기타 과실ㆍ채소 가공 및 저장처리업,10309,기타 과실ㆍ채소 가공 및 저장처리업
69,151301,151304,C,제조업,15,식료품 제조업,151,"과실, 채소 가공 및 저장 처리업",1513,"과실, 채소 가공 및 저장 처리업",과실 및 그 외 채소 절임식품 제조업,1,10302,C,제조업,10,식료품 제조업,103,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업",과실 및 그 외 채소 절임식품 제조업,1,,,과실 및 그 외 채소 절임식품 제조업,10301,과실 및 채소 절임식품 제조업
70,151400,151400,C,제조업,15,식료품 제조업,151,동물성 및 식물성 유지 제조업,1514,동물성 및 식물성 유지 제조업,식물성 유지 제조업,1,10402,C,제조업,10,식료품 제조업,104,동물성 및 식물성 유지 제조업,1040,동물성 및 식물성 유지 제조업,식물성 유지 제조업,2,1,,식물성 유지 제조업,10402,식물성 유지 제조업
71,151400,151401,C,제조업,15,식료품 제조업,151,동물성 및 식물성 유지 제조업,1514,동물성 및 식물성 유지 제조업,동물성 유지 제조업,1,10401,C,제조업,10,식료품 제조업,104,동물성 및 식물성 유지 제조업,1040,동물성 및 식물성 유지 제조업,동물성 유지 제조업,2,1,,동물성 유지 제조업,10401,동물성 유지 제조업
72,151400,151402,C,제조업,15,식료품 제조업,151,동물성 및 식물성 유지 제조업,1514,동물성 및 식물성 유지 제조업,식용 정제유 및 가공유 제조업,1,10403,C,제조업,10,식료품 제조업,104,동물성 및 식물성 유지 제조업,1040,동물성 및 식물성 유지 제조업,식용 정제유 및 가공유 제조업,1,,,식용 정제유 및 가공유 제조업,10403,식용 정제유 및 가공유 제조업
73,152001,152001,C,제조업,15,식료품 제조업,152,낙농제품 및 식용 빙과류 제조업,1520,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업(분유 및 조제분유),1,10501,C,제조업,10,식료품 제조업,105,낙농제품 및 식용 빙과류 제조업,1050,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,2,,분유 및 조제분유,액상시유 및 기타 낙농제품 제조업,10501,액상시유 및 기타 낙농제품 제조업
74,152002,152002,C,제조업,15,식료품 제조업,152,낙농제품 및 식용 빙과류 제조업,1520,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,1,10501,C,제조업,10,식료품 제조업,105,낙농제품 및 식용 빙과류 제조업,1050,낙농제품 및 식용 빙과류 제조업,액상 시유 및 기타 낙농제품 제조업,2,1,,액상시유 및 기타 낙농제품 제조업,10501,액상시유 및 기타 낙농제품 제조업
75,152002,152003,C,제조업,15,식료품 제조업,152,낙농제품 및 식용 빙과류 제조업,1520,낙농제품 및 식용 빙과류 제조업,아이스크림 및 기타 식용 빙과류 제조업,1,10502,C,제조업,10,식료품 제조업,105,낙농제품 및 식용 빙과류 제조업,1050,낙농제품 및 식용 빙과류 제조업,아이스크림 및 기타 식용 빙과류 제조업,1,,,아이스크림 및 기타 식용빙과류 제조업,10502,아이스크림 및 기타 식용빙과류 제조업
76,153101,153101,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,기타 곡물 가공품 제조업,1,10619,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업,기타 곡물 가공품 제조업,2,1,,기타 곡물 가공품 제조업,10619,기타 곡물 가공품 제조업
77,153102,153102,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,곡물 도정업,1,10611,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업,곡물 도정업,2,1,,곡물 도정업,10611,곡물 도정업
78,153103,153103,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,곡물 제분업,1,10612,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업,곡물 제분업,3,1,,곡물 제분업,10612,곡물 제분업
79,153104,153104,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1531,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,1,10802,C,제조업,10,식료품 제조업,108,동물용 사료 및 조제식품 제조업,1080,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,2,,사료절단 분쇄,단미사료 및 기타 사료 제조업,10800,동물용 사료 및 조제식품 제조업
80,153105,153105,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,전분제품 및 당류 제조업,전분제품 및 당류 제조업,1,10620,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1062,전분제품 및 당류 제조업,전분제품 및 당류 제조업,2,2,전분 및 전분제품,전분제품 및 당류 제조업,10620,전분제품 및 당류 제조업
81,153101,153106,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1,10613,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1,,,곡물 혼합 분말 및 반죽 제조업,10613,제과용 혼합 분말 및 반죽 제조업
81,153101,153106,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1531,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1,10613,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업,곡물 혼합 분말 및 반죽 제조업,1,,,  ,10730,"면류, 마카로니 및 유사식품 제조업"
82,153101,153107,C,제조업,15,식료품 제조업,153,기타 식품 제조업,1531,도시락 및 식사용 조리식품 제조업,도시락류 제조업,1,10751,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1075,도시락 및 식사용 조리식품 제조업,도시락류 제조업,1,,,도시락류 제조업,10798,도시락 및 식사용 조리식품 제조업
83,153202,153202,C,제조업,15,식료품 제조업,153,"곡물 가공품, 전분 및 전분제품 제조업",1532,전분제품 및 당류 제조업,전분제품 및 당류 제조업,1,10620,C,제조업,10,식료품 제조업,106,"곡물 가공품, 전분 및 전분제품 제조업",1062,전분제품 및 당류 제조업,전분제품 및 당류 제조업,2,2,당류,전분제품 및 당류 제조업,10620,전분제품 및 당류 제조업
84,153300,153300,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1533,동물용 사료 및 조제식품 제조업,배합 사료 제조업,1,10801,C,제조업,10,식료품 제조업,108,동물용 사료 및 조제식품 제조업,1080,동물용 사료 및 조제식품 제조업,배합 사료 제조업,1,,,배합사료 제조업,10800,동물용 사료 및 조제식품 제조업
85,153300,153301,C,제조업,15,식료품 제조업,153,동물용 사료 및 조제식품 제조업,1533,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,1,10802,C,제조업,10,식료품 제조업,108,동물용 사료 및 조제식품 제조업,1080,동물용 사료 및 조제식품 제조업,단미사료 및 기타 사료 제조업,2,1,,단미사료 및 기타 사료 제조업,10800,동물용 사료 및 조제식품 제조업
86,154101,154101,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1541,"떡, 빵 및 과자류 제조업",떡류 제조업,1,10711,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1071,"떡, 빵 및 과자류 제조업",떡류 제조업,1,,,떡류 제조업,10711,떡류 제조업
87,154102,154102,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1541,"떡, 빵 및 과자류 제조업",과자류 및 코코아 제품 제조업,1,10713,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1071,"떡, 빵 및 과자류 제조업",과자류 및 코코아 제품 제조업,1,,,과자류 및 코코아 제품 제조업,10713,코코아 제품 및 과자류 제조업
88,154101,154103,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1541,도시락 및 식사용 조리식품 제조업,기타 식사용 가공처리 조리식품 제조업,1,10759,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1075,도시락 및 식사용 조리식품 제조업,기타 식사용 가공처리 조리식품 제조업,1,,,기타 식사용 가공처리 조리식품 제조업,10798,도시락 및 식사용 조리식품 제조업
89,154102,154104,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1541,"떡, 빵 및 과자류 제조업",빵류 제조업,1,10712,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1071,"떡, 빵 및 과자류 제조업",빵류 제조업,1,,,빵류 제조업,10712,빵류 제조업
90,154200,154200,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1542,설탕 제조업,설탕 제조업,1,10720,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1072,설탕 제조업,설탕 제조업,1,,,설탕 제조업,10720,설탕 제조업
91,154400,154400,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1544,"면류, 마카로니 및 유사 식품 제조업","면류, 마카로니 및 유사 식품 제조업",1,10730,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1073,"면류, 마카로니 및 유사 식품 제조업","면류, 마카로니 및 유사 식품 제조업",1,,,"면류, 마카로니 및 유사식품 제조업",10730,"면류, 마카로니 및 유사식품 제조업"
92,154501,154501,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1545,조미료 및 식품 첨가물 제조업,천연 및 혼합 조제 조미료 제조업,1,10742,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1074,조미료 및 식품 첨가물 제조업,천연 및 혼합 조제 조미료 제조업,1,,,천연 및 혼합조제 조미료 제조업,10742,천연 및 혼합조제 조미료 제조업
93,154502,154502,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1545,조미료 및 식품 첨가물 제조업,장류 제조업,1,10743,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1074,조미료 및 식품 첨가물 제조업,장류 제조업,1,,,장류 제조업,10743,장류 제조업
94,154501,154503,C,제조업,15,식료품 제조업,154,기타 식품 제조업,1545,조미료 및 식품 첨가물 제조업,"식초, 발효 및 화학 조미료 제조업",1,10741,C,제조업,10,식료품 제조업,107,기타 식품 제조업,1074,조미료 및 식품 첨가물 제조업,"식초, 발효 및 화학 조미료 제조업",1,,,"식초, 발효 및 화학 조미료 제조업",10741,"식초, 발효 및 화학 조미료 제조업"
